City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
584,Kalmunai,LK,80.56,overcast clouds,7.4167,81.8167,VS Villa
585,Copiapo,CL,66.2,clear sky,-27.3667,-70.3333,San Francisco de La Selva
587,Abha,SA,68.0,light rain,18.2164,42.5053,Abha Hotel
589,Diego De Almagro,CL,75.67,broken clouds,-26.3667,-70.05,hotel luna del desierto
592,Vila Do Maio,CV,77.0,few clouds,15.1333,-23.2167,Hotel Marilu
593,Rincon,US,77.0,few clouds,32.296,-81.2354,Days Inn Rincon
594,Mayo,US,66.0,clear sky,38.8876,-76.5119,Resorts Resource Group International
595,Shache,CN,73.38,clear sky,38.4167,77.2406,Delong Hotel
596,Axim,GH,82.63,overcast clouds,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
598,San Andres,CO,86.0,few clouds,12.5847,-81.7006,Hotel Arena Blanca
599,Acajutla,SV,84.2,few clouds,13.5928,-89.8275,asi es
602,Galle,LK,80.38,broken clouds,6.0367,80.217,Amangalla
604,Annapolis,US,66.0,clear sky,38.9785,-76.4922,"Annapolis Waterfront Hotel, Autograph Collection"
606,Januaria,BR,82.06,overcast clouds,-15.4833,-44.3667,Hotel Paraguassu
607,Gorontalo,ID,74.62,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
608,Rio Cuarto,AR,77.0,clear sky,-33.1307,-64.3499,Grand Hotel Río Cuarto
611,Isangel,VU,77.0,broken clouds,-19.55,169.2667,Tanna Lodge
613,Sungaipenuh,ID,64.58,broken clouds,-2.0833,101.3833,Hotel Jaya Wisata 2
614,Gazojak,TM,68.41,clear sky,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
615,Vega De Alatorre,MX,80.98,broken clouds,20.0333,-96.6333,El Polo Norte
616,Arkadelphia,US,77.0,broken clouds,34.1209,-93.0538,COLLEGE INN MOTEL
619,Omboue,GA,79.61,broken clouds,-1.5746,9.2618,Hotel Olako
622,Porto Novo,BJ,86.0,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
623,Chake Chake,TZ,78.31,broken clouds,-5.2459,39.7666,Hotel Archipelago
625,Eagle Pass,US,69.01,broken clouds,28.7091,-100.4995,"Holiday Inn Express & Suites Eagle Pass, an IHG Hotel"
627,Mandera,KE,80.71,overcast clouds,3.9366,41.867,Kornesh Hotel and Lodging
630,Sabang,ID,84.36,few clouds,5.8933,95.3214,Hotel Citra
631,Fenoarivo,MG,64.4,light rain,-18.933,47.4354,Skyfol Ambodiafontsy
633,Mehendiganj,BD,79.54,scattered clouds,22.8167,90.5333,আম্মর দুষ্টু ছেলে
634,Guane,CU,89.64,scattered clouds,22.2025,-84.0875,base de Campismo LosPortales de Guane
635,Markova,UA,60.8,scattered clouds,48.6758,24.4138,Kempinh
640,Kisangani,CD,82.4,scattered clouds,0.5167,25.2,Grand Ramela Hotel
641,Biu,NG,88.39,overcast clouds,10.6129,12.1946,Emir's Palace
642,Osoyoos,CA,64.4,scattered clouds,49.0331,-119.4524,Watermark Beach Resort Hotel
643,Fort Smith,US,75.2,broken clouds,35.3859,-94.3986,Hampton Inn Fort Smith
645,Santa Vitoria Do Palmar,BR,73.02,clear sky,-33.5189,-53.3681,Hostel Comodoro
647,Comodoro Rivadavia,AR,68.0,scattered clouds,-45.8667,-67.5,Austral Hotel
650,Salvador,SV,89.6,few clouds,13.8333,-88.9167,Chico's Ranch
652,San Rafael,AR,71.19,broken clouds,-34.6177,-68.3301,Hotel San Rafael
653,La Palma,US,73.0,broken clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
654,Kuching,MY,78.8,few clouds,1.55,110.3333,The Ranee Boutique Suites
655,Nhulunbuy,AU,78.8,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
657,Offa,NG,79.88,overcast clouds,8.15,4.7167,Adlag Hotel
658,Bull Savanna,JM,83.07,broken clouds,17.8868,-77.5902,Big Red's
659,Candolim,IN,80.31,very heavy rain,15.5181,73.7626,Resort Terra Paraiso
661,Pedernales,DO,84.04,few clouds,18.0384,-71.744,Hotel Costa Marina
663,Santa Cruz,BO,84.2,clear sky,-17.8,-63.1667,Aviador Hotel Boutique
665,Finschhafen,PG,78.55,few clouds,-6.6024,147.8681,Cossam Guest House
667,Koumac,NC,72.21,overcast clouds,-20.5667,164.2833,Le Monitel
670,Chippewa Falls,US,82.4,clear sky,44.9369,-91.3929,AmericInn by Wyndham Chippewa Falls
671,Manokwari,ID,78.42,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
672,Palauig,PH,79.79,clear sky,15.435,119.9045,Myhousebythesea
673,Nawalgarh,IN,83.39,overcast clouds,27.85,75.2667,Roop Niwas Kothi
674,Mackay,AU,68.0,scattered clouds,-21.15,149.2,International Lodge Motel
679,Redding,US,73.99,clear sky,40.5865,-122.3917,Redding Inn & Suites
681,Namanyere,TZ,61.5,light rain,-7.5167,31.05,Manyovu Lodge
682,Bima,ID,75.02,overcast clouds,-8.4667,118.7167,Lambitu Hotel
684,Xichang,CN,61.41,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
686,Mbandaka,CD,72.7,scattered clouds,0.0487,18.2603,Guest House Epervier
