City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
176,Kandrian,PG,-6.2167,149.55,76.01,89,29,4.38,scattered clouds
177,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,82.56,78,96,2.48,overcast clouds
178,Leningradskiy,RU,69.3833,178.4167,14.72,88,100,21.21,overcast clouds
179,Old Bridge,US,40.4148,-74.3654,63.0,35,4,3.0,clear sky
180,Vagur,FO,61.4732,-6.8119,39.04,67,88,8.63,overcast clouds
181,Eyl,SO,7.9803,49.8164,84.58,68,100,9.91,overcast clouds
182,Luderitz,NA,-26.6481,15.1594,68.25,45,0,7.14,clear sky
183,Flin Flon,CA,54.7682,-101.865,51.8,50,20,9.22,few clouds
184,Montepuez,MZ,-13.1256,38.9997,68.86,96,56,4.36,broken clouds
185,Carutapera,BR,-1.195,-46.02,82.51,74,74,4.25,broken clouds
186,Jinchang,CN,38.4953,102.1739,66.88,15,92,5.79,overcast clouds
187,Oranjemund,NA,-28.55,16.4333,68.23,40,0,8.93,clear sky
188,Namatanai,PG,-3.6667,152.4333,78.69,81,88,2.68,overcast clouds
189,Madisonville,US,37.3281,-87.4989,72.0,30,1,8.05,clear sky
190,Samara,RU,53.0,50.0,53.6,82,40,6.71,light rain
191,Komsomolskiy,UZ,40.4272,71.7189,64.4,72,75,4.61,broken clouds
192,Taldom,RU,56.7333,37.5333,40.46,70,61,2.86,broken clouds
193,Moose Factory,CA,51.2585,-80.6094,37.4,93,90,9.22,overcast clouds
194,Ola,RU,59.5833,151.2833,30.16,84,100,5.99,overcast clouds
195,Jijiga,ET,9.35,42.8,64.81,84,99,3.74,overcast clouds
196,Saldanha,ZA,-33.0117,17.9442,60.8,55,2,5.75,clear sky
197,Chuy,UY,-33.6971,-53.4616,73.81,52,2,5.39,clear sky
198,Lebu,CL,-37.6167,-73.65,55.67,90,100,14.7,moderate rain
199,Bolshevik,BY,54.0065,27.5692,50.0,71,0,2.24,clear sky
200,Matay,EG,28.419,30.7792,91.06,11,38,10.56,scattered clouds
201,Umm Kaddadah,SD,13.6017,26.6876,89.17,12,50,8.77,scattered clouds
202,Ostrovnoy,RU,68.0531,39.5131,25.68,74,100,13.11,overcast clouds
203,Mpika,ZM,-11.8343,31.4529,62.71,86,78,2.75,broken clouds
204,Gannan,CN,47.9147,123.5031,46.74,59,7,3.38,clear sky
205,Sisimiut,GL,66.9395,-53.6735,38.26,71,22,6.13,few clouds
206,Taoudenni,ML,22.6783,-3.9836,99.01,17,4,2.95,clear sky
207,Kruisfontein,ZA,-34.0033,24.7314,54.0,83,1,2.17,clear sky
208,Derbent,RU,42.0678,48.2899,61.52,73,98,5.08,overcast clouds
209,Iralaya,HN,15.0,-83.2333,86.0,70,75,11.5,broken clouds
210,Clyde River,CA,70.4692,-68.5914,19.4,100,75,2.35,broken clouds
211,Charters Towers,AU,-20.1,146.2667,64.02,85,45,7.07,scattered clouds
212,Trat,TH,12.5,102.5,80.01,99,92,2.08,overcast clouds
213,Alofi,NU,-19.0595,-169.9187,73.4,100,16,1.14,light rain
214,Zeya,RU,53.75,127.2667,37.9,74,100,2.19,overcast clouds
215,Ixtapa,MX,20.7,-105.2,82.4,65,1,9.22,clear sky
216,Mutis,CO,6.2262,-77.4044,81.81,75,41,6.96,light rain
217,Mae Hong Son,TH,19.3003,97.9685,73.35,95,40,1.34,scattered clouds
218,Bartica,GY,6.4,-58.6167,89.6,62,40,16.11,scattered clouds
219,The Pas,CA,53.8251,-101.2541,51.8,54,1,10.36,clear sky
220,Georgetown,MY,5.4112,100.3354,79.0,89,40,4.61,moderate rain
221,Lensk,RU,60.7253,114.9278,34.3,94,100,5.82,overcast clouds
222,Jinka,ET,5.65,36.65,64.99,80,96,3.04,overcast clouds
223,Novyy Urgal,RU,51.0736,132.5642,36.66,84,88,1.97,overcast clouds
224,Natchez,US,31.5604,-91.4032,77.0,57,1,6.91,clear sky
225,Tabou,CI,4.423,-7.3528,82.81,76,100,11.18,overcast clouds
226,Northam,GB,51.0333,-4.2167,50.0,75,44,3.0,scattered clouds
227,Lakes Entrance,AU,-37.8811,147.981,56.59,61,100,4.74,overcast clouds
228,Novyy Urengoy,RU,66.0833,76.6333,29.28,89,100,3.0,overcast clouds
229,Yumen,CN,40.2833,97.2,69.1,11,99,10.25,overcast clouds
230,Buraydah,SA,26.326,43.975,86.0,25,0,4.61,clear sky
231,Jumla,NP,29.2747,82.1838,52.34,78,70,2.8,broken clouds
232,Margate,GB,51.3813,1.3862,48.0,63,6,4.0,clear sky
233,Faya,SA,18.3851,42.4509,68.0,26,20,2.86,light rain
234,Hami,CN,42.8,93.45,65.25,34,28,26.33,scattered clouds
235,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,84.0,51,0,4.0,clear sky
236,Bambous Virieux,MU,-20.3428,57.7575,75.0,94,20,4.61,few clouds
237,Coquimbo,CL,-29.9533,-71.3436,66.2,48,0,11.5,clear sky
238,Ushtobe,KZ,45.2514,77.9838,53.55,34,88,11.25,overcast clouds
239,Atar,MR,20.5169,-13.0499,94.59,12,0,12.97,clear sky
240,Planadas,CO,3.197,-75.6451,76.64,72,24,4.83,few clouds
241,Egvekinot,RU,66.3167,-179.1667,14.92,82,100,3.71,overcast clouds
242,Port Keats,AU,-14.25,129.55,74.23,56,0,5.99,clear sky
243,Zhelyabovka,UA,45.3988,34.7578,60.53,75,50,3.91,scattered clouds
244,Alexandria,EG,31.2156,29.9553,75.2,22,0,5.75,clear sky
245,Oksfjord,NO,70.2396,22.3479,32.0,59,20,6.91,few clouds
246,Severo-Kurilsk,RU,50.6789,156.125,35.71,97,100,22.68,light rain
247,Kudahuvadhoo,MV,2.6708,72.8944,83.71,66,17,3.62,few clouds
248,Lavrentiya,RU,65.5833,-171.0,13.46,82,51,4.25,broken clouds
249,Voh,NC,-20.9667,164.7,71.17,84,91,5.75,overcast clouds
250,Kampot,KH,10.6167,104.1833,82.4,89,20,3.44,few clouds
251,Suzun,RU,53.7841,82.3116,37.96,70,60,9.15,broken clouds
252,Hithadhoo,MV,-0.6,73.0833,84.61,68,95,5.5,overcast clouds
253,Ugoofaaru,MV,5.6667,73.0,83.61,73,45,5.57,scattered clouds
254,Dawei,MM,14.0833,98.2,77.41,86,40,2.71,scattered clouds
255,Imbituba,BR,-28.24,-48.6703,77.0,57,75,11.5,broken clouds
256,Bilma,NE,18.6853,12.9164,92.28,4,1,6.02,clear sky
257,Cotonou,BJ,6.3654,2.4183,86.0,79,40,14.97,scattered clouds
258,Kingaroy,AU,-26.5333,151.8333,59.0,100,90,8.05,overcast clouds
259,Ponta Delgada,PT,37.7333,-25.6667,60.8,88,75,13.8,broken clouds
260,Trairi,BR,-3.2778,-39.2689,84.29,70,84,7.14,broken clouds
261,Guanay,BO,-15.4975,-67.8797,88.83,43,8,2.53,clear sky
262,Olafsvik,IS,64.8945,-23.7142,37.63,65,47,21.41,scattered clouds
263,Bunia,CD,1.5667,30.25,65.61,89,99,1.99,light rain
264,Jalu,LY,29.0331,21.5482,94.6,8,0,9.51,clear sky
265,Pangkalanbuun,ID,-2.6833,111.6167,75.36,91,75,1.97,broken clouds
266,Wajima,JP,37.4,136.9,52.95,82,27,30.22,scattered clouds
267,Delta,NG,5.5,6.0,81.7,79,99,4.88,light rain
268,Mogadishu,SO,2.0371,45.3438,83.39,69,15,11.9,few clouds
269,Zheleznodorozhnyy,RU,55.7503,38.0042,48.2,42,0,2.24,clear sky
270,Mahebourg,MU,-20.4081,57.7,73.4,94,20,4.61,few clouds
271,Norman Wells,CA,65.282,-126.8329,41.0,48,20,5.75,few clouds
272,Deputatskiy,RU,69.3,139.9,18.72,98,100,2.53,overcast clouds
273,Aquiraz,BR,-3.9014,-38.3911,86.0,66,20,12.66,few clouds
274,Haines Junction,CA,60.7522,-137.5108,41.0,52,100,2.3,overcast clouds
275,Vanimo,PG,-2.6741,141.3028,77.18,88,100,3.67,overcast clouds
276,Westport,US,41.1415,-73.3579,62.6,34,1,12.66,clear sky
277,Paris,FR,48.8534,2.3488,52.0,66,90,3.44,overcast clouds
278,Asfi,MA,32.2994,-9.2372,64.33,63,97,22.41,overcast clouds
279,Odweyne,SO,9.4092,45.064,74.55,66,59,7.45,broken clouds
280,Crib Point,AU,-38.35,145.2,59.0,86,100,8.34,overcast clouds
281,Laguna,US,38.421,-121.4238,73.0,52,1,5.75,clear sky
282,Uyskoye,RU,54.3775,60.0047,52.14,52,100,11.03,overcast clouds
283,Nadym,RU,65.5333,72.5167,25.9,91,78,11.36,broken clouds
284,Tuy Hoa,VN,13.0833,109.3,77.07,89,14,2.08,few clouds
285,Provideniya,RU,64.3833,-173.3,22.35,64,73,5.79,broken clouds
286,Fulton,US,33.7668,-84.4499,79.0,31,1,3.44,clear sky
287,Broken Hill,AU,-31.95,141.4333,59.0,51,19,9.22,few clouds
288,Saint-Louis,SN,16.3333,-15.0,102.2,16,0,4.61,clear sky
289,Progreso,MX,21.2833,-89.6667,95.0,40,75,18.41,broken clouds
290,Dunedin,NZ,-45.8742,170.5036,50.0,73,1,1.99,clear sky
291,Strezhevoy,RU,60.7333,77.5889,32.0,86,0,4.47,clear sky
292,Madimba,TZ,-10.4,40.3333,77.18,90,34,8.05,scattered clouds
293,Khatanga,RU,71.9667,102.5,13.57,99,73,3.47,broken clouds
294,Bairiki,KI,1.3292,172.9752,80.6,83,20,8.05,few clouds
295,Mehamn,NO,71.0357,27.8492,33.28,85,94,12.24,snow
296,Lagos,NG,6.5833,3.75,86.0,74,20,9.22,few clouds
297,Conceicao Do Araguaia,BR,-8.2578,-49.2647,82.4,74,20,4.61,few clouds
298,Faro,PT,37.0194,-7.9322,66.2,32,0,14.97,clear sky
299,Svetlogorsk,BY,52.6333,29.7333,48.97,77,100,6.06,light rain
300,Tura,IN,25.5198,90.2201,71.38,75,31,5.79,scattered clouds
301,Mantua,IT,45.1667,10.7833,62.01,95,100,1.01,moderate rain
302,Katsuura,JP,35.1333,140.3,64.0,78,51,15.99,broken clouds
303,Basco,PH,20.4487,121.9702,79.29,80,11,8.84,few clouds
304,Canals,ES,38.9625,-0.5844,66.99,72,66,3.0,broken clouds
305,Jabinyanah,TN,35.035,10.9081,78.8,50,40,9.22,scattered clouds
306,Esmeraldas,BR,-19.7625,-44.3139,75.2,49,75,6.91,broken clouds
307,Mount Gambier,AU,-37.8333,140.7667,64.4,48,91,13.8,overcast clouds
308,Sobolevo,RU,54.4299,31.8996,45.19,70,99,3.96,light rain
309,Mana,GF,5.6592,-53.7767,81.5,79,94,8.3,overcast clouds
310,San Juan De Los Morros,VE,9.9115,-67.3538,86.27,50,81,2.21,broken clouds
311,Pevek,RU,69.7008,170.3133,7.75,95,100,8.25,overcast clouds
312,Mafra,BR,-26.1114,-49.8053,61.0,95,49,1.01,scattered clouds
313,Salalah,OM,17.0151,54.0924,84.2,84,20,4.61,few clouds
314,Atemar,RU,54.181,45.4091,46.35,92,78,5.55,broken clouds
315,Paita,PE,-5.0892,-81.1144,87.8,51,40,16.11,scattered clouds
316,Port Hedland,AU,-20.3167,118.5667,69.8,100,90,4.61,overcast clouds
317,Oriximina,BR,-1.7656,-55.8661,82.15,79,78,3.11,broken clouds
318,Anloga,GH,5.7947,0.8973,84.2,84,20,13.8,few clouds
319,Pasaje,EC,-3.3333,-79.8167,82.4,69,75,3.44,light rain
320,Sao Filipe,CV,14.8961,-24.4956,72.79,74,1,11.88,clear sky
321,Tommot,RU,58.9564,126.2925,33.22,98,100,2.28,light snow
322,Puerto Ayacucho,VE,5.6639,-67.6236,85.32,66,50,3.47,scattered clouds
323,Talnakh,RU,69.4865,88.3972,12.65,89,54,1.05,broken clouds
324,Camapua,BR,-19.5314,-54.0439,93.9,23,44,5.46,scattered clouds
325,Saint-Joseph,RE,-21.3667,55.6167,75.2,78,0,6.91,clear sky
326,Umm Lajj,SA,25.0213,37.2685,85.26,41,0,3.78,clear sky
327,Loreto,MX,22.2667,-101.9667,79.57,17,0,20.74,clear sky
328,Riyadh,SA,24.6877,46.7219,89.6,12,0,6.91,clear sky
329,Arnia,IN,32.5167,74.8,86.0,28,40,12.37,haze
330,Rajampet,IN,14.1833,79.1667,80.6,76,0,3.36,clear sky
331,Moranbah,AU,-22.0016,148.0466,61.47,96,98,13.42,overcast clouds
332,Soyo,AO,-6.1349,12.3689,78.06,82,100,9.19,overcast clouds
333,Benidorm,ES,38.5382,-0.131,68.0,53,100,5.99,overcast clouds
334,Necochea,AR,-38.5473,-58.7368,73.0,49,72,5.99,broken clouds
335,Rognan,NO,67.0953,15.3878,36.0,80,100,4.03,overcast clouds
336,Barcelos,PT,41.5388,-8.6151,57.99,62,20,16.11,few clouds
337,Tomatlan,MX,19.9333,-105.25,92.08,29,0,12.12,clear sky
338,Presidente Olegario,BR,-18.4178,-46.4181,73.99,66,100,1.01,overcast clouds
339,Muros,ES,42.7762,-9.0603,60.01,41,6,11.54,clear sky
340,Matagami,CA,49.7502,-77.6328,46.4,34,90,17.27,overcast clouds
341,Zhezkazgan,KZ,47.8043,67.7144,53.53,35,100,14.43,overcast clouds
342,Ambilobe,MG,-13.2,49.05,74.41,93,63,3.27,broken clouds
343,Hamilton,US,39.1834,-84.5333,66.2,34,1,13.8,clear sky
344,Iqaluit,CA,63.7506,-68.5145,39.2,70,90,18.41,overcast clouds
345,Maceio,BR,-9.6658,-35.7353,82.4,69,75,12.66,broken clouds
346,Chuzhou,CN,32.3219,118.2978,56.7,49,2,15.52,light rain
347,Palmer,US,42.1584,-72.3287,61.0,41,20,12.66,few clouds
348,Kunashak,RU,55.7032,61.5498,57.2,33,20,2.24,few clouds
