City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Yuzhno-Sukhokumsk,RU,44.6581,45.6436,64.63,69,99,8.61,light rain
350,Beloha,MG,-25.1667,45.05,70.45,77,100,2.3,overcast clouds
351,Tambacounda,SN,13.7539,-13.7586,107.6,14,0,4.61,clear sky
352,Narsaq,GL,60.9167,-46.05,51.8,20,6,35.68,clear sky
353,Shar,KZ,49.5886,81.0453,40.03,40,1,7.52,clear sky
354,Napier,NZ,-39.4833,176.9167,46.0,76,4,1.99,clear sky
355,Saint-Augustin,CA,51.226,-58.6502,37.2,96,100,14.14,overcast clouds
356,Ha Giang,VN,22.8333,104.9833,74.91,97,100,1.45,light rain
357,Zdzieszowice,PL,50.4248,18.1235,51.01,80,100,3.0,overcast clouds
358,Baruun-Urt,MN,46.6806,113.2792,43.54,30,83,15.37,broken clouds
359,Saint George,US,37.1041,-113.5841,87.01,17,99,8.99,overcast clouds
360,Santa Rosa,PH,14.3122,121.1114,82.4,74,75,6.91,broken clouds
361,Jos,NG,9.9167,8.9,80.96,19,100,2.3,overcast clouds
362,Tongchuan,CN,35.0806,109.0897,67.21,31,100,12.06,overcast clouds
363,Sao Jose De Ribamar,BR,-2.5619,-44.0542,80.6,83,75,4.61,broken clouds
364,Kiunga,PG,-6.1219,141.2906,71.98,99,89,1.28,light rain
365,Anshun,CN,26.25,105.9333,64.0,88,94,11.77,overcast clouds
366,Yerofey Pavlovich,RU,53.9667,121.9667,36.28,84,100,2.37,overcast clouds
367,Hvolsvollur,IS,63.7533,-20.2243,37.4,75,75,25.32,broken clouds
368,Estelle,US,29.8458,-90.1067,81.0,54,1,13.8,clear sky
369,Codrington,AU,-38.2667,141.9667,59.4,76,100,10.09,light rain
370,Foam Lake,CA,51.65,-103.5343,66.2,22,27,4.61,scattered clouds
371,Tazovskiy,RU,67.4667,78.7,29.88,86,100,3.74,overcast clouds
372,Pangody,RU,65.85,74.4859,27.43,90,100,7.67,overcast clouds
373,Okhotsk,RU,59.3833,143.3,31.44,88,99,0.72,overcast clouds
374,Tortoli,IT,39.9256,9.6572,68.0,52,90,19.57,overcast clouds
375,Newport,GB,51.5877,-2.9984,52.0,75,48,5.06,light rain
376,Touros,BR,-5.1989,-35.4608,84.2,61,20,14.97,few clouds
377,La Ronge,CA,55.1001,-105.2842,51.8,58,62,9.22,broken clouds
378,Saint-Georges,GD,12.0564,-61.7485,86.0,62,40,23.02,scattered clouds
379,West Wendover,US,40.7391,-114.0733,69.8,28,1,4.61,clear sky
380,Port Lincoln,AU,-34.7333,135.8667,61.61,69,100,13.78,overcast clouds
381,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.2,73,20,6.91,few clouds
382,Havoysund,NO,70.9963,24.6622,32.0,74,75,8.05,light snow
383,Iranshahr,IR,27.2025,60.6848,66.2,94,90,6.91,overcast clouds
384,Grand Gaube,MU,-20.0064,57.6608,75.0,88,3,3.0,light rain
385,Pitelino,RU,54.5777,41.8145,42.75,77,42,5.06,scattered clouds
386,Puerto Escondido,MX,15.85,-97.0667,86.0,70,40,14.97,scattered clouds
387,Pagegiai,LT,55.1381,21.9089,40.53,70,70,3.78,broken clouds
388,Kontagora,NG,10.3999,5.4695,92.93,23,9,4.63,clear sky
389,Russell,US,32.3502,-85.1999,80.6,29,1,4.61,clear sky
390,Darhan,MN,49.4867,105.9228,43.23,82,98,12.59,overcast clouds
391,Bourail,NC,-21.5667,165.4833,69.12,83,99,3.83,overcast clouds
392,Shingu,JP,33.7333,135.9833,53.51,68,18,13.56,few clouds
393,Boyolangu,ID,-8.1181,111.8935,75.33,90,57,1.23,broken clouds
394,Bengkulu,ID,-3.8004,102.2655,75.51,89,85,4.52,overcast clouds
395,Yushan,CN,31.3776,120.9543,62.01,77,0,6.71,light rain
396,Sarangani,PH,5.4033,125.4636,82.9,73,100,17.94,overcast clouds
397,Ostersund,SE,63.1792,14.6357,37.0,48,40,6.91,scattered clouds
398,Kaeo,NZ,-35.1,173.7833,48.0,94,1,3.0,clear sky
399,Lumberton,US,34.6182,-79.0086,73.4,16,1,8.05,clear sky
400,Macia,MZ,-25.0269,33.0989,71.51,52,100,10.76,overcast clouds
401,Dingle,PH,10.9995,122.6711,76.6,87,6,6.6,light rain
402,Padang,ID,-0.9492,100.3543,78.19,85,79,4.07,broken clouds
403,Yulara,AU,-25.2406,130.9889,57.2,44,28,8.05,scattered clouds
404,Bathsheba,BB,13.2167,-59.5167,84.2,54,20,18.41,few clouds
405,Xiangxiang,CN,27.7333,112.5333,71.71,74,100,1.3,light rain
406,Juneau,US,58.3019,-134.4197,46.4,61,75,3.44,light rain
407,Mawlaik,MM,23.6333,94.4167,74.62,79,56,0.83,broken clouds
408,Poltavka,RU,54.3663,71.7632,43.9,41,24,8.57,few clouds
409,Beringovskiy,RU,63.05,179.3167,20.21,87,97,12.64,overcast clouds
410,Sundargarh,IN,22.1167,84.0333,80.01,58,92,7.05,overcast clouds
411,Sioux Lookout,CA,50.1001,-91.917,60.8,36,40,4.61,scattered clouds
412,Halifax,CA,44.6453,-63.5724,53.01,62,100,11.5,light rain
413,Yurla,RU,59.3259,54.3223,41.09,86,100,6.26,overcast clouds
414,Longyearbyen,SJ,78.2186,15.6401,21.2,63,20,9.22,few clouds
415,Seddon,AU,-37.8068,144.8916,61.0,63,64,10.36,broken clouds
416,Pueblo Nuevo,MX,23.3833,-105.3833,71.85,13,0,8.7,clear sky
417,Bridlington,GB,54.0831,-0.1919,46.4,61,75,6.91,broken clouds
418,Bend,US,44.0582,-121.3153,55.4,62,75,13.8,broken clouds
419,Kanniyakumari,IN,8.0833,77.5667,83.16,77,92,6.15,overcast clouds
420,Port-Cartier,CA,50.0334,-66.8654,46.99,61,100,18.41,overcast clouds
421,Ahipara,NZ,-35.1667,173.1667,54.27,78,0,7.45,clear sky
422,Baykit,RU,61.67,96.37,33.46,95,100,4.38,overcast clouds
423,River Falls,US,44.8614,-92.6238,81.0,31,1,8.05,clear sky
424,Arlit,NE,18.7369,7.3853,94.05,4,0,6.42,clear sky
425,Raudeberg,NO,61.9875,5.1352,43.0,70,10,19.1,clear sky
426,Istok,XK,42.7808,20.4875,68.0,52,75,2.3,broken clouds
427,Inhambane,MZ,-23.865,35.3833,71.6,88,40,11.5,scattered clouds
428,Sola,VU,-13.8833,167.55,80.6,83,90,9.22,overcast clouds
429,Bela,IN,25.9333,81.9833,89.33,26,100,8.34,overcast clouds
430,Limanowa,PL,49.7059,20.422,53.01,90,100,2.3,overcast clouds
431,Kangaba,ML,11.9333,-8.4167,93.78,31,60,1.57,broken clouds
432,Cordoba,AR,-31.4135,-64.1811,80.6,36,0,5.75,clear sky
433,Chernyshevskiy,RU,63.0128,112.4714,31.1,99,100,3.85,light snow
434,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,75,75,25.32,broken clouds
435,San Quintin,MX,30.4833,-115.95,68.27,65,100,15.77,overcast clouds
436,Kokopo,PG,-4.352,152.2633,75.88,85,86,3.78,overcast clouds
437,Quatre Cocos,MU,-20.2078,57.7625,75.0,94,20,4.61,light rain
438,Kholodnyy,RU,62.7167,147.95,27.14,96,100,1.16,overcast clouds
439,Adrar,MR,20.5022,-10.0711,90.75,19,21,14.58,few clouds
440,Kupang,ID,-10.1667,123.5833,75.51,82,21,8.12,few clouds
441,Ferrol,ES,43.4832,-8.2369,55.99,65,3,1.99,clear sky
442,Talcahuano,CL,-36.7167,-73.1167,59.0,82,90,4.61,moderate rain
443,Rio Gallegos,AR,-51.6226,-69.2181,44.6,70,0,3.44,clear sky
444,Colombia,CU,20.9881,-77.4297,89.6,45,40,8.05,scattered clouds
445,Villa Maria,AR,-32.4075,-63.2402,73.53,53,0,14.45,clear sky
446,Pangnirtung,CA,66.1451,-65.7125,44.6,57,75,9.22,broken clouds
447,Cairns,AU,-16.9167,145.7667,73.4,83,90,12.66,overcast clouds
448,Wahiawa,US,21.5028,-158.0236,78.01,78,40,5.75,scattered clouds
449,Xingcheng,CN,40.6167,120.7167,47.82,37,0,8.43,clear sky
450,Novobiryusinskiy,RU,56.9578,97.7076,30.79,95,11,1.21,few clouds
451,Hirara,JP,24.8,125.2833,74.88,79,99,6.91,overcast clouds
452,Birsk,RU,55.4211,55.5428,55.56,52,100,17.83,overcast clouds
453,Ancud,CL,-41.8697,-73.8203,60.01,82,75,12.66,light rain
454,Valparaiso,CL,-33.0393,-71.6273,66.2,55,0,5.75,clear sky
455,Pravia,ES,43.4906,-6.1508,55.99,66,40,3.44,scattered clouds
456,Neryungri,RU,56.6709,124.6491,24.51,97,100,3.15,overcast clouds
457,Arkhangelsk,RU,64.5401,40.5433,32.0,69,40,6.71,snow
458,Saint-Paul,RE,-21.0096,55.2707,75.2,78,0,6.91,clear sky
459,Merauke,ID,-8.4667,140.3333,76.37,90,68,10.36,broken clouds
460,Nemuro,JP,43.3236,145.575,37.33,87,100,9.4,moderate rain
461,Tiznit,MA,29.5833,-9.5,58.5,67,100,6.82,overcast clouds
462,Vitim,RU,59.4511,112.5578,32.97,99,100,3.13,overcast clouds
463,Asyut,EG,27.181,31.1837,88.66,9,1,9.31,clear sky
464,Ihosy,MG,-22.4,46.1167,66.45,83,100,4.21,overcast clouds
465,Auki,SB,-8.7676,160.7034,76.23,86,100,3.24,overcast clouds
466,Hokitika,NZ,-42.7167,170.9667,47.44,84,30,4.21,scattered clouds
467,Fairbanks,US,64.8378,-147.7164,35.01,51,90,4.61,overcast clouds
468,Cabedelo,BR,-6.9811,-34.8339,84.2,74,40,12.66,scattered clouds
469,Celestun,MX,20.8667,-90.4,89.04,50,5,9.42,clear sky
470,Saiha,IN,22.4833,92.9667,66.63,95,0,3.18,clear sky
471,Coahuayana,MX,18.7333,-103.6833,80.6,50,20,8.46,few clouds
472,Rabo De Peixe,PT,37.8,-25.5833,60.8,88,75,13.8,broken clouds
473,Ngunguru,NZ,-35.6167,174.5,48.0,94,0,3.0,clear sky
474,Kushima,JP,31.4583,131.2333,53.01,71,9,11.01,clear sky
475,Marzuq,YE,14.4,46.4667,70.92,73,100,10.65,overcast clouds
476,Yantzaza,EC,-3.8278,-78.7594,78.42,76,21,2.86,light rain
477,Port Hawkesbury,CA,45.6169,-61.3485,42.01,93,90,19.57,overcast clouds
478,Porkhov,RU,57.765,29.5561,44.6,45,0,3.42,clear sky
479,Jiwani,PK,25.05,61.7417,83.03,73,1,11.65,clear sky
480,Baculin,PH,7.4525,126.5842,77.4,84,66,6.87,broken clouds
481,Launceston,AU,-41.45,147.1667,53.01,100,90,3.44,fog
482,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.6,87,75,12.66,moderate rain
483,Aswan,EG,24.0934,32.907,92.05,11,0,10.58,clear sky
484,Sechura,PE,-5.5569,-80.8222,80.87,56,41,12.15,scattered clouds
485,Puerto Leguizamo,CO,-0.1934,-74.7819,71.78,96,100,1.32,overcast clouds
486,Morganton,US,35.7454,-81.6848,73.99,12,1,3.44,clear sky
487,Truth Or Consequences,US,33.1284,-107.2528,75.99,30,1,10.36,clear sky
488,Dromolaxia,CY,34.8761,33.586,73.4,68,0,8.05,clear sky
489,Mondlo,ZA,-27.983,30.7177,48.07,94,6,0.58,clear sky
490,Huarmey,PE,-10.0681,-78.1522,73.29,73,43,11.86,scattered clouds
491,Biak,ID,-0.9131,122.8766,76.42,85,93,4.34,overcast clouds
492,Murgab,TM,37.4966,61.9714,71.6,46,75,6.91,broken clouds
493,Cururupu,BR,-1.8283,-44.8683,80.82,84,65,3.38,light rain
494,Taloqan,AF,36.7361,69.5345,69.93,61,100,3.71,overcast clouds
495,General Pico,AR,-35.6566,-63.7568,72.36,39,0,6.55,clear sky
496,Sitka,US,57.0531,-135.33,44.6,76,75,3.44,light rain
497,Murray Bridge,AU,-35.1167,139.2667,57.99,89,0,2.19,clear sky
498,Wanganui,NZ,-39.9333,175.05,42.01,81,8,1.01,clear sky
499,Fort Nelson,CA,58.8053,-122.7002,48.2,53,75,10.36,broken clouds
500,Yar-Sale,RU,66.8333,70.8333,21.6,93,100,12.39,overcast clouds
501,Irgakly,RU,44.3611,44.7556,61.2,80,100,6.38,moderate rain
502,Vardo,NO,70.3705,31.1107,33.73,79,100,14.38,light snow
503,Myitkyina,MM,25.3833,97.4,68.47,96,100,1.88,overcast clouds
504,Teya,RU,60.3778,92.6267,33.78,93,100,8.32,overcast clouds
505,Lokoja,NG,7.8024,6.743,83.34,65,95,5.48,overcast clouds
506,Kenai,US,60.5544,-151.2583,42.8,52,1,4.61,clear sky
507,Great Yarmouth,GB,52.6083,1.7305,46.4,71,40,11.5,scattered clouds
508,Lata,PT,40.1629,-8.3327,62.01,55,72,5.01,broken clouds
509,Marsala,IT,37.7966,12.4352,64.4,100,100,13.8,overcast clouds
510,Vierzon,FR,47.2101,2.0625,53.6,62,0,5.75,clear sky
511,Ocos,GT,14.5094,-92.1933,89.6,66,75,3.44,broken clouds
512,Nelson Bay,AU,-32.7167,152.15,57.0,100,100,7.83,overcast clouds
513,Cabo San Lucas,MX,22.8909,-109.9124,80.01,61,1,8.05,clear sky
514,Hasaki,JP,35.7333,140.8333,60.8,94,20,11.5,few clouds
515,Sao Mateus Do Maranhao,BR,-4.0417,-44.475,78.75,88,99,2.89,overcast clouds
516,Puerto Baquerizo Moreno,EC,-0.9,-89.6,84.2,65,40,14.97,scattered clouds
517,San Vicente,AR,-26.6167,-54.1333,78.31,30,80,3.71,broken clouds
518,Tambopata,PE,-12.7333,-69.1833,86.0,54,0,3.44,clear sky
519,Watertown,US,42.3709,-71.1828,63.0,39,1,17.27,clear sky
520,Idaho Falls,US,43.4666,-112.0341,66.99,32,75,17.27,broken clouds
521,Iztapa,GT,13.9333,-90.7075,89.6,66,90,11.5,overcast clouds
522,Prince Rupert,CA,54.3161,-130.3201,48.2,81,90,6.91,light rain
523,Bahar,IR,34.9072,48.4414,57.51,38,4,4.25,clear sky
524,Parker,US,32.7668,-97.8003,70.0,90,100,1.01,overcast clouds
525,Neka,IR,36.6508,53.299,61.14,88,100,3.65,overcast clouds
526,Parana,AR,-31.732,-60.5238,82.99,41,0,5.99,clear sky
527,Corinto,GR,37.9407,22.9573,70.0,62,58,5.88,broken clouds
528,Springfield,US,37.2153,-93.2982,78.01,37,77,11.01,broken clouds
529,Crisan,RO,44.9667,29.4667,59.0,82,20,8.05,few clouds
530,Owak,PH,10.55,123.7,82.4,74,40,4.61,scattered clouds
531,Talaya,RU,61.3833,152.75,26.58,95,100,1.28,overcast clouds
532,Gunjur,GM,13.2019,-16.7339,80.6,57,0,13.8,clear sky
533,Sept-Iles,CA,50.2001,-66.3821,46.99,61,100,18.41,overcast clouds
534,Bom Jesus,BR,-9.0744,-44.3586,87.91,44,80,8.97,broken clouds
535,Walvis Bay,NA,-22.9575,14.5053,62.6,77,0,4.61,clear sky
536,Paka,MY,4.6374,103.4368,77.0,94,14,3.62,few clouds
537,Ranong,TH,9.9658,98.6348,79.39,86,71,3.62,broken clouds
538,Goderich,CA,43.7501,-81.7165,50.0,43,100,16.11,overcast clouds
539,Port Hardy,CA,50.6996,-127.4199,50.0,76,75,5.75,broken clouds
540,Challapata,BO,-18.9,-66.7667,53.22,11,26,7.38,scattered clouds
541,Udachnyy,RU,66.4167,112.4,31.3,98,100,7.74,light snow
542,Cascais,PT,38.6979,-9.4215,59.0,55,20,14.97,few clouds
543,Luanda,AO,-8.8368,13.2343,78.8,83,75,6.91,broken clouds
544,Naron,ES,43.5167,-8.1528,55.99,54,20,9.22,few clouds
545,Lima,PE,-12.0432,-77.0282,73.0,78,75,6.91,broken clouds
546,Honningsvag,NO,70.9821,25.9704,33.85,72,100,20.51,overcast clouds
547,Kantunilkin,MX,21.0917,-87.45,87.8,55,40,13.8,scattered clouds
548,Nalut,LY,30.3333,10.85,86.25,17,100,11.18,overcast clouds
549,Chifeng,CN,42.2683,118.9636,39.06,40,8,7.0,clear sky
550,Kedougou,SN,12.5579,-12.1743,105.8,21,0,3.94,clear sky
551,Nantucket,US,41.2835,-70.0995,55.4,58,1,20.71,clear sky
552,Sinegorye,RU,62.0788,150.477,27.86,95,100,0.85,overcast clouds
553,Ajdabiya,LY,30.7554,20.2263,93.33,10,0,9.95,clear sky
554,Caravelas,BR,-17.7125,-39.2481,77.76,61,77,10.33,broken clouds
555,Batticaloa,LK,7.7102,81.6924,81.14,82,100,10.36,overcast clouds
556,Sala Consilina,IT,40.3912,15.5989,63.0,78,67,7.0,broken clouds
557,Fomboni,KM,-12.28,43.7425,82.8,75,39,8.9,scattered clouds
558,Aykhal,RU,66.0,111.5,30.61,98,100,5.3,overcast clouds
559,Riachao Das Neves,BR,-11.7461,-44.91,87.37,38,100,7.78,overcast clouds
560,Yerbogachen,RU,61.2767,108.0108,26.42,98,100,2.86,overcast clouds
561,Stefan Cel Mare,RO,46.9833,26.5167,64.99,60,100,2.98,overcast clouds
562,Seydi,TM,39.4816,62.9137,74.07,34,52,7.94,broken clouds
563,Sur,OM,22.5667,59.5289,81.91,61,5,13.42,clear sky
564,Buin,CL,-33.7333,-70.75,62.6,55,75,4.61,haze
565,Kuytun,RU,54.3419,101.5036,40.33,70,100,5.01,overcast clouds
566,Port Macquarie,AU,-31.4333,152.9167,57.99,100,40,3.53,scattered clouds
567,Derzhavinsk,KZ,51.1,66.3167,52.56,43,42,9.31,scattered clouds
568,Mandurah,AU,-32.55,115.7,55.0,75,0,6.93,clear sky
569,Iracoubo,GF,5.4802,-53.2011,80.15,84,40,10.83,scattered clouds
570,Rio Grande,BR,-32.035,-52.0986,78.8,53,0,11.5,clear sky
571,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.51,77,100,10.13,overcast clouds
572,Hauterive,FR,46.0901,3.4459,48.99,81,75,4.61,broken clouds
573,Kahului,US,20.8947,-156.47,75.2,73,20,13.8,few clouds
574,Srednekolymsk,RU,67.45,153.6833,12.38,92,6,6.02,clear sky
575,Scarborough,GB,54.2797,-0.4044,45.0,71,5,1.01,clear sky
576,Ewo,CG,-0.8725,14.8206,73.67,91,23,3.87,few clouds
577,Khandyga,RU,62.6667,135.6,29.52,98,100,2.44,overcast clouds
578,Mackenzie,CA,55.2999,-123.1698,46.4,61,40,4.61,scattered clouds
579,Anadyr,RU,64.75,177.4833,12.2,85,40,6.71,light snow
580,San Matias,BO,-16.3667,-58.4,90.52,38,0,3.2,clear sky
581,Synya,RU,65.3718,58.0387,35.87,94,100,12.62,overcast clouds
582,Lazaro Cardenas,MX,17.9583,-102.2,84.61,58,100,11.21,overcast clouds
583,Dicabisagan,PH,17.0818,122.4157,75.54,90,10,2.91,clear sky
584,Kalmunai,LK,7.4167,81.8167,80.56,83,100,7.94,overcast clouds
585,Copiapo,CL,-27.3667,-70.3333,66.2,55,0,13.8,clear sky
586,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.82,27,0,11.97,clear sky
587,Abha,SA,18.2164,42.5053,68.0,26,20,3.24,light rain
588,Nogliki,RU,51.8333,143.1667,30.92,96,100,17.36,light snow
589,Diego De Almagro,CL,-26.3667,-70.05,75.67,19,60,10.74,broken clouds
590,Bayangol,RU,50.6977,103.4656,33.71,96,100,4.88,light snow
591,Suraia,RO,45.6833,27.4,65.59,73,100,7.81,overcast clouds
592,Vila Do Maio,CV,15.1333,-23.2167,77.0,61,20,23.02,few clouds
593,Rincon,US,32.296,-81.2354,77.0,46,20,13.8,few clouds
594,Mayo,US,38.8876,-76.5119,66.0,25,1,11.5,clear sky
595,Shache,CN,38.4167,77.2406,73.38,13,6,7.78,clear sky
596,Axim,GH,4.8699,-2.2405,82.63,81,96,12.35,overcast clouds
597,Spornoye,RU,50.8448,37.2913,59.0,47,0,6.71,clear sky
598,San Andres,CO,12.5847,-81.7006,86.0,66,20,11.5,few clouds
599,Acajutla,SV,13.5928,-89.8275,84.2,61,20,3.44,few clouds
600,Alta Floresta,BR,-9.8756,-56.0861,91.4,52,40,5.75,scattered clouds
601,Luba,GQ,3.4568,8.5547,82.31,81,56,6.44,broken clouds
602,Galle,LK,6.0367,80.217,80.38,80,84,0.4,broken clouds
603,Mahon,ES,39.8885,4.2658,59.0,77,20,9.22,few clouds
604,Annapolis,US,38.9785,-76.4922,66.0,25,1,11.5,clear sky
605,Adre,TD,13.4667,22.2,87.96,10,100,11.88,overcast clouds
606,Januaria,BR,-15.4833,-44.3667,82.06,43,100,5.91,overcast clouds
607,Gorontalo,ID,0.5412,123.0595,74.62,94,90,2.35,overcast clouds
608,Rio Cuarto,AR,-33.1307,-64.3499,77.0,31,0,5.75,clear sky
609,Buzmeyin,TM,38.0507,58.2056,75.2,53,75,6.91,broken clouds
610,Maniitsoq,GL,65.4167,-52.9,38.66,67,1,6.4,clear sky
611,Isangel,VU,-19.55,169.2667,77.0,83,75,5.75,broken clouds
612,Usinsk,RU,65.9939,57.5281,35.47,97,100,20.11,overcast clouds
613,Sungaipenuh,ID,-2.0833,101.3833,64.58,96,80,4.05,broken clouds
614,Gazojak,TM,41.1875,61.4036,68.41,26,0,10.76,clear sky
615,Vega De Alatorre,MX,20.0333,-96.6333,80.98,77,58,6.2,broken clouds
616,Arkadelphia,US,34.1209,-93.0538,77.0,50,75,4.61,broken clouds
617,Mnogovershinnyy,RU,53.9353,139.9242,26.49,97,100,5.5,overcast clouds
618,Tessalit,ML,20.1986,1.0114,94.14,17,18,11.7,few clouds
619,Omboue,GA,-1.5746,9.2618,79.61,88,67,7.16,broken clouds
620,Aripuana,BR,-9.1667,-60.6333,83.59,73,84,0.85,broken clouds
621,Big Bend,SZ,-26.8167,31.9333,59.65,85,64,4.32,broken clouds
622,Porto Novo,BJ,6.4965,2.6036,86.0,79,40,14.97,scattered clouds
623,Chake Chake,TZ,-5.2459,39.7666,78.31,85,52,7.27,broken clouds
624,Joshimath,IN,30.5667,79.5667,57.94,61,90,6.96,overcast clouds
625,Eagle Pass,US,28.7091,-100.4995,69.01,94,75,13.8,broken clouds
626,Manresa,ES,41.725,1.8266,59.0,65,49,7.61,scattered clouds
627,Mandera,KE,3.9366,41.867,80.71,72,85,4.14,overcast clouds
628,Taldan,RU,53.6667,124.8,32.74,70,26,3.09,scattered clouds
629,Fuyang,CN,32.9,115.8167,58.08,56,18,13.67,light rain
630,Sabang,ID,5.8933,95.3214,84.36,73,24,13.42,few clouds
631,Fenoarivo,MG,-18.933,47.4354,64.4,94,20,5.75,light rain
632,Nuuk,GL,64.1835,-51.7216,41.0,70,20,6.96,few clouds
633,Mehendiganj,BD,22.8167,90.5333,79.54,74,35,10.58,scattered clouds
634,Guane,CU,22.2025,-84.0875,89.64,45,48,6.78,scattered clouds
635,Markova,UA,48.6758,24.4138,60.8,67,40,4.47,scattered clouds
636,Alihe,CN,50.5667,123.7167,36.61,82,4,1.88,clear sky
637,Hofn,IS,64.2539,-15.2082,38.14,67,100,17.05,light rain
638,Mitu,CO,1.1983,-70.1733,79.05,80,77,4.63,broken clouds
639,Marystown,CA,47.1666,-55.1483,39.0,91,100,28.27,overcast clouds
640,Kisangani,CD,0.5167,25.2,82.4,78,40,0.87,scattered clouds
641,Biu,NG,10.6129,12.1946,88.39,23,85,2.51,overcast clouds
642,Osoyoos,CA,49.0331,-119.4524,64.4,29,44,10.36,scattered clouds
643,Fort Smith,US,35.3859,-94.3986,75.2,50,75,9.22,broken clouds
644,Henties Bay,NA,-22.116,14.2845,62.01,87,0,3.0,clear sky
645,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,73.02,55,2,4.14,clear sky
646,Ulaangom,MN,49.9811,92.0667,44.02,43,100,10.02,overcast clouds
647,Comodoro Rivadavia,AR,-45.8667,-67.5,68.0,28,40,23.02,scattered clouds
648,Mandiana,GN,10.6333,-8.6833,91.26,34,71,3.06,light rain
649,Sharan,RU,54.8167,54.0,55.78,54,100,18.57,light rain
650,Salvador,SV,13.8333,-88.9167,89.6,66,20,4.61,few clouds
651,Polysayevo,RU,54.6012,86.2459,37.98,84,99,14.61,light snow
652,San Rafael,AR,-34.6177,-68.3301,71.19,40,56,10.96,broken clouds
653,La Palma,US,33.8464,-118.0467,73.0,64,75,8.05,broken clouds
654,Kuching,MY,1.55,110.3333,78.8,89,20,2.3,few clouds
655,Nhulunbuy,AU,-12.2333,136.7667,78.8,78,75,4.61,broken clouds
656,Oktyabrskiy,RU,54.4815,53.471,56.43,50,100,15.93,overcast clouds
657,Offa,NG,8.15,4.7167,79.88,66,92,8.19,overcast clouds
658,Bull Savanna,JM,17.8868,-77.5902,83.07,59,69,13.15,broken clouds
659,Candolim,IN,15.5181,73.7626,80.31,81,6,5.35,very heavy rain
660,Gornopravdinsk,RU,60.05,69.9,43.23,43,100,14.05,overcast clouds
661,Pedernales,DO,18.0384,-71.744,84.04,64,15,5.3,few clouds
662,Vilyuysk,RU,63.7553,121.6247,33.76,98,100,5.95,overcast clouds
663,Santa Cruz,BO,-17.8,-63.1667,84.2,42,0,14.97,clear sky
664,Nguru,NG,12.8791,10.4526,94.06,7,6,6.64,clear sky
665,Finschhafen,PG,-6.6024,147.8681,78.55,80,14,3.98,few clouds
666,Changchun,CN,43.88,125.3228,37.4,81,0,2.24,clear sky
667,Koumac,NC,-20.5667,164.2833,72.21,83,97,4.61,overcast clouds
668,Juterbog,DE,51.9833,13.0833,54.0,58,99,5.75,overcast clouds
669,Batemans Bay,AU,-35.7167,150.1833,55.99,96,100,4.0,overcast clouds
670,Chippewa Falls,US,44.9369,-91.3929,82.4,24,1,11.5,clear sky
671,Manokwari,ID,-0.8667,134.0833,78.42,81,100,4.47,overcast clouds
672,Palauig,PH,15.435,119.9045,79.79,78,6,4.23,clear sky
673,Nawalgarh,IN,27.85,75.2667,83.39,29,98,9.55,overcast clouds
674,Mackay,AU,-21.15,149.2,68.0,88,40,8.05,scattered clouds
675,Pochutla,MX,15.7432,-96.4661,91.99,58,75,17.27,broken clouds
676,Nyagan,RU,62.1406,65.3936,47.26,89,100,13.65,moderate rain
677,Hay River,CA,60.8156,-115.7999,26.6,86,100,10.36,overcast clouds
678,Almaznyy,RU,48.0448,40.045,59.0,77,0,8.95,clear sky
679,Redding,US,40.5865,-122.3917,73.99,40,1,5.75,clear sky
680,Skrunda,LV,56.6833,22.0167,41.0,56,0,3.44,clear sky
681,Namanyere,TZ,-7.5167,31.05,61.5,95,100,3.56,light rain
682,Bima,ID,-8.4667,118.7167,75.02,92,100,2.46,overcast clouds
683,Escarcega,MX,18.6089,-90.7454,102.85,24,76,3.47,broken clouds
684,Xichang,CN,27.8964,102.2634,61.41,76,100,2.71,overcast clouds
685,Marfino,RU,55.7028,37.3822,48.2,40,0,2.24,clear sky
686,Mbandaka,CD,0.0487,18.2603,72.7,94,30,2.95,scattered clouds
687,Losone,CH,46.1687,8.7593,51.8,100,75,2.3,heavy intensity rain
688,Pacific Grove,US,36.6177,-121.9166,59.0,77,90,11.5,overcast clouds
