City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
189,Ambanja,MG,2021-05-01 03:36:18,-13.6833,48.45,77.0,89,75,2.3
190,Atambua,ID,2021-05-01 03:36:19,-9.1061,124.8925,83.7,57,8,2.21
191,Inirida,CO,2021-05-01 03:36:19,3.8653,-67.9239,70.11,98,82,2.95
192,Codrington,AU,2021-05-01 03:36:20,-38.2667,141.9667,73.65,39,100,13.8
193,Thompson,CA,2021-05-01 03:36:20,55.7435,-97.8558,32.0,100,90,9.22
194,Liverpool,GB,2021-05-01 03:35:35,53.4106,-2.9779,41.0,87,20,4.61
195,Hilo,US,2021-05-01 03:35:39,19.7297,-155.09,80.6,61,90,10.36
196,Cabra,ES,2021-05-01 03:36:21,37.4725,-4.4421,50.0,82,36,4.29
197,Port Lincoln,AU,2021-05-01 03:36:21,-34.7333,135.8667,71.15,54,64,22.41
198,Sungaipenuh,ID,2021-05-01 03:36:22,-2.0833,101.3833,80.1,52,97,0.76
199,Port Elizabeth,ZA,2021-05-01 03:36:22,-33.918,25.5701,55.4,71,0,9.22
200,Haflong,IN,2021-05-01 03:36:23,25.1833,93.0333,92.16,33,10,4.92
201,Narovchat,RU,2021-05-01 03:36:23,53.8765,43.6946,51.58,88,100,17.83
202,Fortuna,US,2021-05-01 03:36:24,40.5982,-124.1573,53.01,100,1,3.38
203,Kamenka,RU,2021-05-01 03:36:24,51.3223,42.7678,53.01,88,100,15.14
204,Labuhan,ID,2021-05-01 03:36:25,-6.8844,112.2051,86.27,65,46,7.25
205,Tiksi,RU,2021-05-01 03:36:25,71.6872,128.8694,30.15,90,23,5.12
206,Yulara,AU,2021-05-01 03:36:26,-25.2406,130.9889,82.4,15,100,9.22
207,Omboue,GA,2021-05-01 03:36:26,-1.5746,9.2618,76.96,90,100,4.03
208,Cherskiy,RU,2021-05-01 03:36:27,68.75,161.3,22.14,82,81,3.44
209,Upernavik,GL,2021-05-01 03:36:27,72.7868,-56.1549,23.07,76,100,4.32
